text,label,rationale
Awwwwww man my teeeeeeeth!!! Mouths be elastic banned shut!! Help,0,The tweet expresses genuine distress about dental pain and a physical inability to open the mouth.
Their reason for grabbing and holding on to power is to scam as much money from us ordinary citizens (proles) as they can. They see this as enterprising and virtuous. I see it as corruption and theft.,0,"The tweet directly expresses a clear disagreement with the perceived motives of those in power, without irony."
"I hate not getting a graduation ceremony especially when I spent so long working on my degree and I'm in over £50,000 worth of debt because of it",0,The statement directly expresses frustration over missing a graduation ceremony due to significant effort and financial investment.
Intels is an incredibly bad load of crap.,0,The phrase 'incredibly bad load of crap' directly expresses a negative opinion about Intels without irony.
"Aye these vaccines are dangerous to your health like. But see the charlie that you put up your nose at weekends, totally fine.",1,"The phrase 'vaccines are dangerous' contrasts with the implied safety of drug use, highlighting irony."
Because of lying MSM UNIONS AND ACTIVIST NURSES DOCTORS :face_with_symbols_on_mouth: :microbe: :enraged_face:,0,The words directly express frustration towards specific groups without implying an opposite meaning.
"Sound advice but nearly all of our customers have paid deposits for the next 2 weeks, they’re not going to cancel their nights out.",0,The statement straightforwardly conveys that customers are unlikely to cancel due to prior commitments.
You look great! (I’d keep it short and sweet and make no reference to either the dress or her figure).,0,The phrase 'You look great!' directly compliments the person's appearance without any implied negativity.
“Everybody has a skull dad” “Jellyfish don’t” “Jellyfish aren’t people!” “You take that back Sophie! Jellyfish are people…” Wha?,0,"The dialogue directly expresses a humorous disagreement about jellyfish being considered people, with no hidden meaning."
hello @user i am upset because i have to choose between affording bills and food because you lowered payments that were already low,0,The statement directly expresses frustration about financial difficulties without any implied contradiction.
"Love a good cat story, especially a Co-op cat... :blue_heart: :smiling_cat_with_heart-eyes: :blue_heart:",0,"The words express genuine affection for cat stories, with no implied contradiction."
Woken up to no power so getting ready in the pitch black with no hot water :loudly_crying_face:,0,The tweet straightforwardly describes a frustrating situation of waking up without power and hot water.
Might be 3-4 spare for tomorrow. Face value sat together. DM me if anyone is interested.,0,The tweet straightforwardly offers spare tickets for an event without any hidden meaning.
"Test cricket is brill, isn’t it?!",0,The phrase 'Test cricket is brill' directly expresses genuine enthusiasm for the sport.
Plenty of Addicts are Alcoholics and some Alcoholics are addicts too but then there are exceptions.,0,The statement clearly explains the relationship between addicts and alcoholics without any implied contradiction.
Love it when I get disturbed three times in the bath to be asked where things in the house are!!,1,"The phrase 'Love it' contrasts with the annoyance of being disturbed, indicating irony."
"This weather is really making me want to put shorts on, flock to the beach and get the deck chair out.... Yeah right!!!",1,"The phrase 'Yeah right!!!' contrasts with the literal desire to enjoy the weather, indicating disbelief."
I am livid that this government think it is acceptable to ask the country to lockdown whilst they had parties in No. 10.,0,The words express genuine anger about the government's hypocrisy regarding lockdown measures and their own gatherings.
Neil you need to stop putting nonsense like this out what medical qualifications have you got why all know that these vaccines reduce deaths by a large margin,0,The tweet directly questions Neil's qualifications and asserts the effectiveness of vaccines without irony.
"Debating where to go to away to in June, I miss STA Travel",0,The statement directly expresses a longing for STA Travel while discussing travel plans.
You have a lot of interesting thoughts! Thank you!,0,The words express genuine appreciation for someone's thoughts without any implied negativity.
Goal for our client George Honeyman :clapping_hands_medium_skin_tone:,0,The tweet straightforwardly expresses support for a specific goal related to George Honeyman.
I have reached “making my Xmas day gravy” levels of acceptance that our holiday is screwed :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face:,0,The phrase directly expresses a resigned acceptance of a disappointing holiday situation without irony.
"Labour controlled Wales actively closing businesses down, says it all really",0,The statement directly conveys criticism of Labour's actions without any implied contradiction.
My whisky of the month for November just got a wedge taken off it!,0,"The statement literally conveys a loss of whisky, directly expressing disappointment without irony."
"If you truly love someone, just remember this. They will dump you for someone better :)",1,"The phrase 'someone better' contrasts with the notion of true love, implying irony in the advice."
The worms have turned. Being on the side of the grim reaper will cost them desperately needed circulation.,0,The statement literally conveys a warning about consequences without any implied contradiction.
Sure you do! Doesn't everyone?! I do it everyday!!!,1,"The phrase 'Sure you do!' is used ironically to mock the claim, contrasting with the implied disbelief."
This looks dramatic. Q3 is interesting. If anyone doing race reviews in the week. Please add Q3 start,0,The words directly express interest in Q3 and a request for race reviews without any hidden meaning.
Imagine Bawheid lying !!,0,The words directly express disbelief in Bawheid's honesty without any implied contradiction.
i want my £500 back too,0,The statement directly expresses a desire for a refund without any implied contradiction.
"Omicron seems to be a big threat, I think we should drop inquiries into last years parties and focus on this instead.",0,"The statement directly expresses concern about Omicron, advocating for prioritizing it over past events."
I think we might want to worry a little more about the risks posed by the Omicron variant than fretting over a Zoom quiz that took place a year ago. Just a thought.,1,"The phrase 'Just a thought' contrasts the triviality of a Zoom quiz with serious health risks, highlighting irony."
"Sure, vaccines make no difference to Covid spread; that's why the hospitals are full of unvaccinated people. Are you able to do the maths?",1,The phrase 'make no difference' is used ironically to highlight the clear impact of vaccines on hospitalizations.
I'm really nervous for my first driving lesson today. It's so dangerous and I'm scared.,0,The words express genuine fear and concern about the safety of driving lessons.
Thank you Laura :smiling_face_with_smiling_eyes: I try :sparkling_heart:,0,The words express genuine gratitude and humility without any implied contradiction.
Global outward looking statesman who made a difference to Europe and the world History will be kind to Angela,0,"The statement directly praises Angela's contributions, conveying genuine admiration without any implied contradiction."
"OMG he was out of his depth and to be honest ""useless""",0,The words directly express a negative evaluation of someone's abilities without irony or contrast.
This deserves a large retweet :first_quarter_moon:,0,The phrase 'deserves a large retweet' straightforwardly expresses a genuine belief in the tweet's value.
How can u be a footballer and STILL look like a full on junkie,0,The words directly express disbelief at a footballer's appearance without implying any hidden meaning.
"Love how modern society has the same rules for everyone, regardless of your job or background. Really brings the country together!",1,The phrase 'same rules for everyone' is used ironically to highlight societal inequalities.
I am really hating this work I get paid nothing and get constantly shouted at!,0,"The speaker directly expresses frustration about low pay and being shouted at, conveying genuine dissatisfaction."
"Life is a billionth of a billionth chance.But the insisting pulse of a beginningless universe which gives us humans 1 chance to be its crown,here in fact!",0,The statement directly expresses awe at the rarity and significance of human existence without any implied contradiction.
This conversation must be driven by the 94%. The 6% have been pushing for change.,0,The statement directly emphasizes the importance of the majority's perspective in guiding the conversation.
I've been positive and booked tickets for me and mum to go see Mark Rylance in Jerusalem next August.,0,The statement straightforwardly expresses excitement about booking tickets for a show without any hidden meaning.
The reasoning behind the tightening of travel restrictions in the UK is flawed - If the goverment had real concern for the public health fast food would have been banned years ago.,0,"The statement directly critiques the government's reasoning, expressing a clear opinion without irony or hidden meaning."
Upand dressed at a reasonable time once again now that I have a new bathroom floor down,0,The statement directly expresses satisfaction about waking up early due to a home improvement.
"14:44 Temp. 7.2°C, Hum. 73%, Dewp. 1.6°C, Bar. 1004.1 hpa, Rain Today 0.1000 mm",0,The tweet provides factual weather data without any implied contradiction or irony.
People couldn’t be lazier at work if they tried,0,The statement directly conveys frustration about work ethic without any implied contradiction.
Group of lads in a pub in Sheff just shouted SIUUU. Wish that asteroid would hit,0,"The tweet expresses a straightforward desire for an asteroid to hit, reflecting frustration without irony."
"I would prefer to take advice from people who are actually qualified in the subject matter, in this case, scientists.",0,"The statement directly expresses a preference for qualified individuals, conveying a straightforward opinion."
Supporting Cardiff isn't good for your health.,0,The statement directly conveys that supporting Cardiff has negative health implications without any hidden meaning.
We want to help with this,0,The phrase directly expresses a genuine intention to assist without any implied contradiction.
I'll have a fresh tattoo in 5 weeks &amp; I cannot wait,0,The statement expresses genuine excitement about getting a new tattoo in the future.
Seems like a good time as any to try out this The Matrix thingy,0,The phrase directly expresses a genuine intention to explore 'The Matrix' without any implied contradiction.
my darling my dear my darling,0,The repetition of affectionate terms directly expresses genuine love and endearment without any hidden meaning.
Beautiful Jordan Davies :clapping_hands: :clapping_hands: get in! :red_heart:,0,The words express genuine admiration and excitement for Jordan Davies without any implied contradiction.
"Aha, my thoughts exactly. We are on which day now of the “vacation”?",0,The words directly express agreement and confusion about the duration of the vacation without irony.
Sad news. RIP,0,The words express genuine sorrow and condolences without any hidden meaning or contrast.
The best thing about being in business is not having to report to anyone to make decisions.,0,The statement directly expresses the freedom and autonomy gained from being in business.
"Big enough tae calm him a fenian, big enough to get a belt in the jaw!",0,The phrase directly expresses the speaker's belief that size can both soothe and provoke aggression.
Yes - I called it first :beaming_face_with_smiling_eyes:,0,The phrase 'I called it first' straightforwardly expresses pride in predicting an outcome.
Lose some weight before restaurants ban you lad.,0,The statement directly advises someone to lose weight to avoid being banned from restaurants.
"""Do a PhD, it'll be fun and rewarding,"" said no clinically sane person. Ever. I repeat. Ever.",1,The phrase 'it'll be fun and rewarding' is used ironically to highlight the negative reality of pursuing a PhD.
"I'm sure I'm getting more laid back about the whole virus thing. There is speculation about a possible lockdown after Christmas, and I've got to the stage of ""never mind, we've had 3 already...""",0,The speaker expresses a genuine acceptance of the situation without any implied contradiction or irony.
"It's beggars belief that the MET Police suggest they can't, or won't, investigate crimes that have already been committed.",0,The statement directly expresses disbelief regarding the MET Police's inability to investigate past crimes.
Please I really want to watch Pepe..atleast make I see am live on the 21st. This freeze out isn’t worth it at all,0,"The speaker expresses a genuine desire to watch Pepe, conveying frustration about the situation directly."
Breaking news: Pubs and bars the latest cure for COVID.,1,The phrase 'latest cure for COVID' is used ironically to highlight the absurdity of socializing during a pandemic.
"Game of the Year goes to Yakuza Like A Dragon, special mention to Yakuza Zero.",0,"The tweet straightforwardly praises both games, indicating genuine appreciation without any implied contradiction."
We're heading to Lowestoft for lunch. We've saved up four pounds each.,0,The statement directly conveys their plan and budget for lunch without any implied contradiction.
Come On Chelsea! Let’s do this!,0,The words express genuine encouragement and support for the Chelsea team without any hidden meaning.
Vaccines do make a difference with covid spread - scientific studies have shown a definitive link between the current NHS wards being full of people seriously ill with covid and those people being mostly unvaccinated. Its putting a big strain on the NHS.,0,"The statement directly conveys that unvaccinated individuals contribute to NHS strain, supported by scientific evidence."
Played football tonight. Am already suffering. I am old. That is all.,0,The statement directly expresses the speaker's physical discomfort and acknowledgment of aging without irony.
'This guys stinks in the nostrils of decent people' Quite a watch I have to say......,0,The phrase directly expresses disapproval of the person's character without any irony or hidden meaning.
What a stupid take on football this is :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,0,The words directly express disapproval of a football opinion without any hidden meaning.
How's a guy supposed to shop for wife's birthday and Christmas in Aberdeen since John Lewis and Debenhams deserted the city?,0,The tweet expresses genuine frustration about the lack of shopping options for important occasions.
Did I not love enough to keep your attention on and on?,0,The words express genuine feelings of inadequacy in maintaining someone's interest.
"Why does Ramish think he can stop my kitchen rennovation because of the noise? His kids are not exactly quiet or competent when they play their musical instruments, lets just say my dog makes a better sound.",1,The phrase 'my dog makes a better sound' contrasts the implied incompetence of Ramish's kids with the speaker's annoyance.
Just watched first two episodes of Just Like That! I don't think having half a bottle of red helped,0,The statement directly expresses that drinking red wine did not enhance the viewing experience.
"Politicians are nothing more than a corrupt, vile, self-serving wastes of thieves with a contempt for the electorate they purport to serve.",0,The words directly express a strong negative opinion about politicians without any irony or hidden meaning.
"Right I need to wrap the Christmas presents , can't put it off any longer :loudly_crying_face: :face_with_steam_from_nose: :evergreen_tree: :wrapped_gift:",0,The tweet expresses a straightforward need to complete a task without any implied contradiction.
"Ugh bad parking really gives me the sh*ts. I’ve just left a note on a neighbour’s car. In my sleep deprived state, I managed to remain civil.",0,The speaker expresses genuine frustration about bad parking and describes their civil response.
Congratulations on winning for an excellent project,0,The words directly express genuine praise for the project's quality and the achievement.
Why didn't they postpone the game like spurs did with having so many covid outbreaks :face_with_rolling_eyes: ridiculous,0,The words express genuine frustration about the decision not to postpone the game due to COVID outbreaks.
No football tomorrow due to covid :enraged_face: :enraged_face: have to find my football fix locally..,0,The tweet expresses genuine frustration about missing a football game due to covid.
Some children are just awesome :red_heart:,0,The phrase 'just awesome' directly expresses genuine admiration for children without any hidden meaning.
The outlook for weather in Manchester today is rain.,0,The statement directly conveys the expected weather conditions without any implied contradiction.
Which of the D20 Authors’ books is hidden here? Have a guess for a chance to win it!,0,"The tweet directly invites guesses about a hidden book, clearly conveying an engaging contest."
"Wow… look at me… am smart! Yes, bicycles have a carbon footprint, but it’s lower than if everyone had a car. Also, why do people have fetish to talk about Lycra all the time…",0,The tweet straightforwardly discusses the environmental impact of bicycles compared to cars without any hidden meaning.
"McDonalds should be rebranded Fast Food & I'm lovin it?!? You having a laugh. 20 minutes wait, cold food and my burger looks like its been in a fight with Mike Tyson",1,The phrase 'I'm lovin it' contrasts with the negative experience of long wait times and poor food quality.
Also realised the dress I am wearing is one I got for a Christmas party in 2010 :face_with_tears_of_joy: :face_with_tears_of_joy: :woman_facepalming_light_skin_tone:,0,The tweet straightforwardly expresses a realization about the age of the dress without any implied irony.
FULL TIME An opener from Scott Heard followed by braces from Ade Yusuff and Dave Smith seal all 3 points for Invicta FIFC 5-0 HBFC,0,The tweet straightforwardly reports a sports result without any implied contradiction or irony.
I will be following the new rules event though the rule makers have never done the same despite their promises.,0,"The statement straightforwardly expresses a commitment to follow rules, highlighting a lack of integrity from the rule makers."
Prizes must be claimed tonight or re drawn. 50 inch t.v plus many more prizes £1 a go :Mrs._Claus:,0,The tweet straightforwardly informs about claiming prizes and the cost to enter without any hidden meaning.
McTominay the best player on the park again. Interesting as Twitter would have you believe he should be playing league two.,0,The statement directly praises McTominay's performance without implying any hidden criticism or contrast.
That pretty much covers the relevant points raised,0,The phrase directly affirms that all important topics have been addressed without any implied contradiction.
Love the overhead view in the cricket,0,The phrase directly expresses genuine appreciation for the cricket's overhead view without any implied negativity.
It all gets tekky at night time,0,The phrase directly conveys that things become technical or complicated during the night without any hidden meaning.
1 man commits suicide roughly every 40 seconds globally. Let that sink in,0,The statement directly conveys a serious statistic about suicide rates without any implied irony or contrast.
Wonder if we’re going to see any tweets about Rangnick’s intelligence and tactical prowess that lead to a CR7 penalty saving them,0,The tweet straightforwardly questions the likelihood of tweets discussing Rangnick's intelligence and tactics.
Another takeover but can see why this makes sense and gives financial stability to one of the platform newcomers. And not PE this time :rolling_on_the_floor_laughing:,0,"The tweet straightforwardly expresses approval of a takeover, highlighting its rationale and financial benefits."
"Vaccine mandates are obviously great things for the good of the people, cause nothing bad has ever happened by forcing people into things.",1,The phrase 'obviously great things' is used ironically to highlight the negative consequences of coercion.
Oh what a surprise BBC weather says it's raining in Manchester! in Manchester!,1,"The phrase 'Oh what a surprise' contrasts with the expected predictability of rain in Manchester, indicating irony."
Such a coincidence that two of my favourite songs have the number 17 in,0,The statement directly expresses genuine surprise about a coincidence involving favorite songs.
"Indeed!! We all need to take maximum care, to protect others and ourselves, all of the time :warning:",0,The statement directly emphasizes the importance of safety for everyone without any hidden meaning.
Boris johnson must host the best parties,1,The phrase 'best parties' is used ironically to highlight the negative perception of Boris Johnson's social events.
Is that the £350m a week the Brexit leavers promised the NHS? Asking for a country.,0,"The tweet literally questions the promised funding for the NHS, directly expressing concern about Brexit commitments."
This is the most invested I’ve been in buying a Leeds fest ticket I actually woke up early cos I’m desperate,0,The statement directly expresses genuine enthusiasm and urgency about purchasing a ticket.
I think he's lost the plot :thinking_face:,0,The phrase 'lost the plot' directly conveys confusion about someone's actions without irony.
Really insane to think Brandon Marshall had the best season of his Hall of Fame career while in his 30s and playing with Ryan Fitzpatrick for the New York jets,0,"The statement directly highlights Brandon Marshall's impressive performance, conveying admiration without any hidden meaning."
Some girls at Michelangelo’s talking about how they want a frat baby i love Madison,0,The statement directly expresses admiration for Madison and describes a conversation without irony or contrast.
"This is the festivity you cannot miss... A superb venue, and a wonderful evening.. December What's On list included..!",0,The words directly express excitement and positive anticipation for the event without any hidden meaning.
This is INCREDIBLE! I’m on it now and….wow.,0,The words express genuine amazement and enthusiasm without any implied contradiction.
Slightly worried that the police think that potential crimes need not be investigated after a certain length of time.,0,The statement directly expresses concern about police investigation policies without any implied contradiction.
"The PM as usual is stretching the bounds of honesty, far beyond being merely economical with the truth.",0,The phrase 'stretching the bounds of honesty' directly critiques the PM's lack of truthfulness without irony.
It's so ironic to me that rich people receieve free stuff from companies when they could easily purchase it themselves.,0,The statement directly expresses genuine surprise at the irony of wealthy individuals receiving free items.
On to the next match! :deer: :flexed_biceps_medium_skin_tone:,0,The words express genuine enthusiasm and readiness for the upcoming match without any implied contradiction.
"I’m one in 80,000,000. Put that in your pipe and smoke it",0,"The statement literally expresses pride in being unique, with no hidden contrast."
"Finally getting somewhere, temporary house for me and my boy waiting on our forever home :smiling_face_with_hearts: :house_with_garden: :red_heart:",0,The tweet expresses genuine excitement about finding temporary housing while awaiting a permanent home.
And yet you're so far Like a distant star,0,"The words express a straightforward sentiment of feeling distant, with no implied contradiction."
How you meant to start dating again when your 5’4? :thinking_face: not even Snow White wants me :face_with_tears_of_joy:,0,"The tweet expresses genuine self-doubt about dating due to height, with no irony present."
Welcome to the UK there is no money to allow the poorest people in the country to maintain £20 a week to aid living but were here to write off £4.3billion in fraud money.,1,The phrase 'welcome to the UK' contrasts the dire financial situation for the poor with the government's wasteful spending.
The equivalent of yer da tellin you how Kirsty Maccol died is yer maw telling you it was Aled Jones singing walking in the air,0,The tweet literally compares two storytelling scenarios without implying any hidden meaning or irony.
Down to 10 men - hold on Ox,0,The phrase directly expresses support for a player during a challenging situation without any hidden meaning.
It's really annoying how often the travel requirements/covid restrictions are changing. I'm really stressed that the government have now introduced an additional 2 tests for travelers just before my trip to Paris!,0,The words express genuine frustration and stress about changing travel requirements without any irony or hidden meaning.
Thinking about the time I refused to pay £10 for headphones at a silent disco.,0,The statement directly recounts a personal experience without implying any hidden meaning or irony.
Darrell covers all seasons………. Mostly with masking tape. :face_with_tears_of_joy: :face_with_tears_of_joy:,0,"The statement literally describes Darrell's method of covering seasons with masking tape, conveying humor without contrast."
This is great because she could not have chosen a more smoking picture of 63 year old Madonna,0,The words directly express admiration for Madonna's choice of a picture without any implied negativity.
Tell me if I’m wrong rlc blown his chance to cement a position in midfield i speak of Ruben cos I expected more when he got given 1st team starts n he simple not taken them super sub for me now!,0,The statement directly expresses disappointment in Ruben's performance without any implied contradiction.
"06:53 Temp. 1.1°C, Hum. 94%, Dewp. -0.1°C, Bar. 995.8 hpa, Rain Today 0 mm, Wind 90° 1.1 km/h",0,The tweet provides factual weather data without any implied contradiction or hidden meaning.
"13:46 Temp. 9.6°C, Hum. 88%, Dewp. 7.1°C, Bar. 1014 hpa, Rain Today 0 mm",0,The tweet provides factual weather data without any implied contradiction or hidden meaning.
"Robin Beck on BBC4, younger sister of John Beck. The first time.",0,The tweet straightforwardly states a fact about Robin Beck's relationship to John Beck without any implied irony.
"I often dream about making my life better, by eating healthy, drinking water and exercising.",0,The statement directly expresses a genuine desire for self-improvement through healthy habits.
"Salah and Mane can’t get a goal today, nobody knows knows how Minamino or Origi would be able to get one",0,The statement directly expresses confusion about the players' inability to score without implying any hidden meaning.
"Martial is so lazy, it will be the summer before he musters up the energy to go anywhere.",0,The statement directly describes Martial's laziness without any implied contradiction or irony.
Really looking forward to this tonight! :backhand_index_pointing_down: :backhand_index_pointing_down:,0,The phrase 'really looking forward' expresses genuine excitement about the upcoming event.
All I’m asking is for Glasgow uni law to stop giving formatives and practices which are not related to how the exam is structured at all :grinning_face: :grinning_face:,0,The request directly expresses frustration about unrelated academic practices without any implied contradiction.
I can never understand why people don't get this!,0,The statement directly expresses confusion about others' lack of understanding without any implied irony.
"Some right whoppers on here, how can you come away after that game and say we’re nailed on to go down? :face_with_tears_of_joy:",0,The phrase 'nailed on to go down' directly questions the logic of negative opinions about the team's performance.
Hope the kit is a beauty so I can add it to my collection,0,The words express a genuine desire for the kit's aesthetic appeal to enhance the collection.
"How can we possibly be considering vaccine mandates? Are those who will be enforcing, just following orders?",0,"The tweet questions the rationale behind vaccine mandates, expressing genuine concern about enforcement."
Temptation to do a photo shoot like this when I (finally) graduate next year is strong. :rolling_on_the_floor_laughing:,0,The words express genuine excitement about graduating and the desire for a celebratory photo shoot.
Thank you to the Mackay family for giving Angel this chance :folded_hands_light_skin_tone:,0,The words express genuine gratitude towards the Mackay family for providing an opportunity.
Na you won comot naija now :rolling_on_the_floor_laughing: :rolling_on_the_floor_laughing:,0,The phrase directly expresses amusement about someone leaving Nigeria without any hidden meaning.
I look so ugly in photos and in the mirror,0,The statement directly expresses a negative self-perception without any hidden meaning or irony.
I constantly have loads of the new symptoms but also negative tests. Tsk about making you paranoid.,0,The statement directly expresses frustration about experiencing symptoms while receiving negative test results.
Wolves was defo in the game and could see city dropping points. Now it’s game over :crying_face:,0,The statement directly expresses disappointment about the game's outcome without any implied contradiction.
Bring back church Leeds &amp; mint club :broken_heart: :sleepy_face:,0,The tweet expresses a genuine desire for the return of specific venues without any irony or hidden meaning.
"Usual problem with Pitchero. Currently 6-1 after 3 quick fire goals from Green, Valentine and Cribb",0,The tweet straightforwardly reports a sports score and player contributions without any implied contradiction.
Debating dinner Stir fry dish with rice Or a curry with crispy lady fingers,0,The tweet straightforwardly presents two dinner options without any implied contradiction or irony.
It’s just getting a bit awkward innit….,0,The phrase directly expresses discomfort in a straightforward manner without any implied contradiction.
If Lewis and Max crash on Sunday the world championship should go to Niki imo,0,The statement directly suggests awarding the championship to Niki if a specific event occurs.
"Sad to see, what buzz do you get from being like that",0,The words express genuine concern and confusion about someone's behavior without any implied contradiction.
You are kind lala. Thank you once again to you &amp; bhabi for making my a day a memorable one :red_heart:,0,The words express genuine gratitude and appreciation for kindness without any implied contradiction.
De Gea def back to his best this season,0,"The statement directly praises De Gea's performance, indicating he has improved without any hidden meaning."
I live for the great British weather!,1,"The phrase 'I live for' contrasts with the negative connotation of 'great British weather,' implying dissatisfaction."
It’s actually really easy to get into the mindset of a Tory. All I do is smash my head into a wall until I bleed and then slur incoherently about social mobility and England before stuffing handfuls of loose change into Tim Martin’s hands and kick a homeless person in the jaw.,1,"The exaggerated actions describe a painful and nonsensical process, contrasting with the supposed ease of adopting a Tory mindset."
Home safe gorgeous boy. Can't get up to Donny but will cheer you on from one of the on course bookies at Cheltenham,0,The message directly expresses support and affection without any implied contradiction.
City win with a pen.. Liverpool win with a pen.. Chelsea win with a pen.. What's the odds on united winning with a pen...,0,"The tweet straightforwardly questions the likelihood of United winning, reflecting genuine curiosity about penalties."
I love my friends,0,The phrase directly expresses genuine affection for friends without any implied contradiction.
I am very sorry but I do not have time for this now. I need o be somewhere.,0,The statement directly expresses a lack of time and obligation without any hidden meaning.
I just looked at the lineup for newcastle I’m SOBBING,0,The expression 'I’m SOBBING' conveys genuine emotional distress about the lineup.
in a startling act of solidarity my phone has started autocorrecting my ex’s name to “what”,0,The statement literally describes an amusing autocorrect feature without implying any hidden meaning.
I really love finishing my term with an period of enforced isolation thanks to the amazing governments controls on covid in school.,1,The phrase 'really love' is used ironically to express frustration about enforced isolation.
A great edtech tool!! Definitely the most powerful I’ve tried,0,The words express genuine enthusiasm and endorsement of the edtech tool without any implied contradiction.
Chloe's body is amazing though. She just be doing weird stuff sometimes.,0,The statement directly compliments Chloe's body while acknowledging her unusual behavior without any irony.
I could definitely take Johnny Gargano irl because I am bigger than him.,0,The statement directly asserts physical superiority over Johnny Gargano without any implied contradiction.
"James Franklin, though he has had some success, has made little progress in truly making Penn State an intercollegiate powerhouse.",0,The statement directly critiques James Franklin's performance without implying any hidden meaning or irony.
"We've been saying this since the Brexit campaign which was built on lies, deceit &amp; dark money",0,The statement directly conveys frustration about dishonesty during the Brexit campaign without any implied contradiction.
Not the news we wanted to hear on a match day but wish him all the best he’s played a huge part in our recent good fortunes!!,0,The tweet expresses genuine disappointment while also conveying sincere well-wishes for the individual.
Politicians are so honest it melts my heart,1,The phrase 'so honest' is used ironically to highlight the opposite reality of political dishonesty.
"Temp: 8.8�C. Humidity 90% Rain today 1.8 mm. Barometer 989.6 hPa, Falling quickly. Wind 5 mph SSE, WindRun 121.3 mi, Gust 7 mph.",0,The tweet provides straightforward weather data without any implied irony or hidden meaning.
Want to guarantee that you'll never lose your job? Just become the Prime Minister and party in a national lockdown.,1,The phrase 'party in a national lockdown' contrasts the serious implications of leadership with a flippant attitude.
PSA to retail/fashun: please can you create a new size in between Large and Extra-Large? Perhaps L+1 or L.5? Would really help…,0,The request for a new clothing size directly expresses a genuine need for better fitting options.
We still have these in London… bothr the phone boxes and the old coffee kiosks for Taxi drivers…,0,The tweet straightforwardly states the existence of phone boxes and coffee kiosks in London without any irony.
"If the Spanish National Ballet company can do a full rehearsal wearing masks without issues, everyone should be wearing masks to protect others. You have no excuse not to.",0,The statement directly advocates for mask-wearing by citing the ballet's successful rehearsal as a model.
At least they looked nice at the time,0,The phrase directly acknowledges a positive aspect without implying any hidden negativity.
"Great day out for cote keeping coney hill without points, great shift by the whole squad 0-43",0,The words directly express appreciation for the team's performance and the day's events without any hidden meaning.
Come along!!!,0,The phrase 'Come along!!!' directly invites someone to join without any implied contradiction.
politics has many nuances and situations,0,The statement straightforwardly acknowledges the complexity of politics without implying any hidden meaning.
"Life during Covid has been such a challenge, not being able to do what we want and see who we like. I hope it finishes soon.",0,The statement directly expresses frustration and hope regarding the challenges of Covid without any irony.
Doesn’t give them the right to send them back,0,The statement directly asserts that sending them back is unjustified without implying any hidden meaning.
"14:50 Temp. 10°C, Hum. 96%, Dewp. 9.2°C, Bar. 1004.3 hpa, Rain Today 3.8000 mm, Wind 122° 1.1 km/h",0,The tweet provides factual weather data without any implied irony or hidden meaning.
Johnston picks the wrong option again,0,The statement directly conveys disappointment in Johnston's repeated poor choices without any hidden meaning.
but you are my late night thoughts. :strawberry:,0,"The phrase directly expresses affection, indicating that the person is a significant part of the speaker's thoughts."
"Don,t bother with wcd top 2 bottom solid",0,The phrase directly advises against using a specific product without any hidden meaning.
"I’m so glad the entire world got to watch the Vikings play last night. That’s an average game: goes well but ends up blowing it, getting into an unnecessarily tense situation.",0,The tweet straightforwardly expresses satisfaction with the game's outcome and describes its typical nature.
Awesome show -sinister dark and atmospheric …,0,The words 'awesome' and 'sinister dark and atmospheric' directly express a positive reaction to the show's qualities.
England's euros squad all flopping this season. Grealish poor again and hooked. You won't hear about it though,0,The statement directly conveys disappointment in the players' performance without implying any hidden meaning.
I love a Monday morning so glad the weekends over!,1,The phrase 'I love a Monday morning' is used ironically to express relief that the weekend has ended.
i wish i was one of those people that left voicemails,0,The speaker expresses a genuine desire to be someone who leaves voicemails.
cant get over the fact i’m going to be playing live for the first time on sunday :loudly_crying_face:,0,The words express genuine excitement and anticipation about performing live for the first time.
I just love going out in the rain. It is so nice going to the park when it is pouring with rain. It is so cool to get mud in your hair and your socks drenched. I love it.,1,The exaggerated enthusiasm for unpleasant experiences contrasts with the negative reality of being in the rain.
so lovely to see that the government continues to prioritise the safety of disabled people,1,The phrase 'so lovely' is used ironically to highlight the government's neglect of disabled people's safety.
Improving rail infrastructure north of Perth would improve matters significantly. Any fixed timetable to provide double track I wonder?,0,The statement directly expresses a genuine concern about rail infrastructure improvements and their potential benefits.
":musical_note: dear Prudence, won’t you come out to play :musical_note: look around :star: :star: :star: :star: :star: :star:",0,"The words directly invite Prudence to join in play, expressing a genuine desire for her presence."
Real life!!!,0,The phrase 'Real life!!!' directly expresses excitement or emphasis about actual experiences without any hidden meaning.
I would like to offer my complete support for the new rules as they have obviously supported the public by sticking to them at all times,1,The phrase 'complete support' is used ironically to highlight the inconsistency of adherence to the rules.
I got stop putting on glitter flowers I'd like to ad red,0,The tweet straightforwardly expresses a desire to change the color of flowers without any hidden meaning.
"I think men are better than women, they provide for us. We should thank them more often for being protectors.",1,The phrase 'better than women' is used ironically to highlight the absurdity of traditional gender roles.
This is cool apart from the Man Utd memorabilia.,0,"The phrase directly expresses a positive sentiment about everything except the memorabilia, indicating a clear opinion."
Haven’t seen you in a while.. hope you’re all goodie?,0,The phrase expresses genuine concern for someone's well-being after a period of absence.
